"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6867","Taboo > Login Widgets > Valid Login Process","Taboo-project","Thu May 29 06:54:57 UTC 2025","passed","Thu May 29 06:55:04 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","7574","Password Field - UnMatched Password Validation","Taboo-project","Thu May 29 06:56:19 UTC 2025","passed","Thu May 29 06:56:27 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7676","Duplicate Email Validation","Taboo-project","Thu May 29 06:56:27 UTC 2025","passed","Thu May 29 06:56:34 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","2647","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Thu May 29 06:54:52 UTC 2025","passed","Thu May 29 06:54:55 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","4783","Taboo > Logged In Customer > Checkout page > coupon Field > Empty Field Validation","Taboo-project","Thu May 29 06:56:04 UTC 2025","passed","Thu May 29 06:56:09 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5148","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Thu May 29 06:55:38 UTC 2025","passed","Thu May 29 06:55:43 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","7954","Taboo > Logged in Customer > Logout Process","Taboo-project","Thu May 29 06:55:21 UTC 2025","passed","Thu May 29 06:55:29 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","6306","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Thu May 29 06:55:14 UTC 2025","passed","Thu May 29 06:55:21 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","3724","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Thu May 29 06:55:40 UTC 2025","passed","Thu May 29 06:55:44 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8222","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Thu May 29 06:55:04 UTC 2025","passed","Thu May 29 06:55:13 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
