"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60278","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Sun Jun 08 16:17:59 UTC 2025","broken","Sun Jun 08 16:18:59 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
"","7816","Password Field - UnMatched Password Validation","Taboo-project","Sun Jun 08 16:20:30 UTC 2025","passed","Sun Jun 08 16:20:38 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","2577","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Sun Jun 08 16:18:29 UTC 2025","passed","Sun Jun 08 16:18:32 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","31426","Taboo > Lobby > Click on Game > Test Launch game > Play Power of Merlin Megaways","Taboo-project","Sun Jun 08 16:19:06 UTC 2025","broken","Sun Jun 08 16:19:38 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
"","2779","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Sun Jun 08 16:18:32 UTC 2025","passed","Sun Jun 08 16:18:34 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2800","Taboo > Not logged in customer > Fotter > Click on Sweep Policy","Taboo-project","Sun Jun 08 16:18:26 UTC 2025","passed","Sun Jun 08 16:18:29 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","3077","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Sun Jun 08 16:19:39 UTC 2025","passed","Sun Jun 08 16:19:42 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5471","Taboo > Contact us > Send message to support","Taboo-project","Sun Jun 08 16:17:59 UTC 2025","passed","Sun Jun 08 16:18:05 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","5103","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Sun Jun 08 16:19:55 UTC 2025","passed","Sun Jun 08 16:20:00 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4681","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Sun Jun 08 16:19:17 UTC 2025","passed","Sun Jun 08 16:19:21 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","33382","Taboo > Logged In Customer > Checkout page > Purchase with Coupon Code","Taboo-project","Sun Jun 08 16:20:35 UTC 2025","broken","Sun Jun 08 16:21:08 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6625","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Sun Jun 08 16:19:34 UTC 2025","passed","Sun Jun 08 16:19:41 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","5107","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Sun Jun 08 16:19:12 UTC 2025","passed","Sun Jun 08 16:19:17 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","3365","Empty Fields Validation","Taboo-project","Sun Jun 08 16:20:12 UTC 2025","passed","Sun Jun 08 16:20:15 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","8953","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Sun Jun 08 16:18:51 UTC 2025","passed","Sun Jun 08 16:19:00 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","7628","Password Field - Missing Number Validation","Taboo-project","Sun Jun 08 16:20:23 UTC 2025","passed","Sun Jun 08 16:20:30 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4624","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Sun Jun 08 16:19:21 UTC 2025","passed","Sun Jun 08 16:19:26 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","4038","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Sun Jun 08 16:19:47 UTC 2025","passed","Sun Jun 08 16:19:51 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5825","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Sun Jun 08 16:19:41 UTC 2025","passed","Sun Jun 08 16:19:47 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","3658","Taboo > Logged In Customer > Customer Menu > Open Store Widget via Buy Icon","Taboo-project","Sun Jun 08 16:21:58 UTC 2025","passed","Sun Jun 08 16:22:02 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5250","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Sun Jun 08 16:21:14 UTC 2025","passed","Sun Jun 08 16:21:19 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6186","Taboo > Login Widgets > Valid Login Process","Taboo-project","Sun Jun 08 16:18:37 UTC 2025","passed","Sun Jun 08 16:18:43 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","11939","Taboo > Register Widget > Valid Register Process","Taboo-project","Sun Jun 08 16:19:47 UTC 2025","passed","Sun Jun 08 16:19:59 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","5965","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Sun Jun 08 16:18:18 UTC 2025","passed","Sun Jun 08 16:18:24 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","3766","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Sun Jun 08 16:19:51 UTC 2025","passed","Sun Jun 08 16:19:55 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7960","Taboo > Logged in Customer > Logout Process","Taboo-project","Sun Jun 08 16:19:00 UTC 2025","passed","Sun Jun 08 16:19:08 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","7375","Duplicate Email Validation","Taboo-project","Sun Jun 08 16:20:38 UTC 2025","passed","Sun Jun 08 16:20:46 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7370","Password Field - Missing Special Character Validation","Taboo-project","Sun Jun 08 16:20:15 UTC 2025","passed","Sun Jun 08 16:20:23 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","2670","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Sun Jun 08 16:18:24 UTC 2025","passed","Sun Jun 08 16:18:26 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","13472","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Sun Jun 08 16:19:59 UTC 2025","passed","Sun Jun 08 16:20:12 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","34154","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Sun Jun 08 16:20:00 UTC 2025","broken","Sun Jun 08 16:20:34 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7751","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Sun Jun 08 16:18:43 UTC 2025","passed","Sun Jun 08 16:18:51 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3535","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Sun Jun 08 16:19:26 UTC 2025","passed","Sun Jun 08 16:19:29 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","4190","Taboo > Contact us > Empty Message Validation","Taboo-project","Sun Jun 08 16:18:13 UTC 2025","passed","Sun Jun 08 16:18:18 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","2729","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Sun Jun 08 16:18:34 UTC 2025","passed","Sun Jun 08 16:18:37 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","33125","Taboo > Logged In Customer > Checkout page > coupon Field > Empty Field Validation","Taboo-project","Sun Jun 08 16:21:24 UTC 2025","broken","Sun Jun 08 16:21:57 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","3443","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Sun Jun 08 16:19:08 UTC 2025","passed","Sun Jun 08 16:19:12 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
