"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7446","Taboo > Logged in Customer > Logout Process","Taboo-project","Tue Jun 10 13:39:14 UTC 2025","passed","Tue Jun 10 13:39:21 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","22274","Taboo > Logged In Customer > Launch Game > Open Store > Purchase a pckage","Taboo-project","Tue Jun 10 13:40:36 UTC 2025","passed","Tue Jun 10 13:40:58 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","18317","Taboo > Logged In Customer > Checkout page > Secret Coins > Purchase Package","Taboo-project","Tue Jun 10 13:40:18 UTC 2025","passed","Tue Jun 10 13:40:36 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8070","Password Field - Missing Special Character Validation","Taboo-project","Tue Jun 10 13:40:13 UTC 2025","passed","Tue Jun 10 13:40:21 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","3296","Empty Fields Validation","Taboo-project","Tue Jun 10 13:40:10 UTC 2025","passed","Tue Jun 10 13:40:13 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4082","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Tue Jun 10 13:39:51 UTC 2025","passed","Tue Jun 10 13:39:55 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6262","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Tue Jun 10 13:39:32 UTC 2025","passed","Tue Jun 10 13:39:38 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","11049","Taboo > Logged In Customer > Checkout page > Pay Modal > Expiry Date Field > Invalid Month","Taboo-project","Tue Jun 10 13:41:53 UTC 2025","passed","Tue Jun 10 13:42:04 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","3571","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Tue Jun 10 13:39:21 UTC 2025","passed","Tue Jun 10 13:39:25 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","5723","Taboo > Contact us > Send message to support","Taboo-project","Tue Jun 10 13:38:14 UTC 2025","passed","Tue Jun 10 13:38:19 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","4250","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Tue Jun 10 13:39:22 UTC 2025","passed","Tue Jun 10 13:39:27 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","35290","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Tue Jun 10 13:38:14 UTC 2025","passed","Tue Jun 10 13:38:49 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
"","7879","Password Field - Missing Number Validation","Taboo-project","Tue Jun 10 13:40:21 UTC 2025","passed","Tue Jun 10 13:40:29 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","14145","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Tue Jun 10 13:39:56 UTC 2025","passed","Tue Jun 10 13:40:10 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","5879","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Tue Jun 10 13:39:38 UTC 2025","passed","Tue Jun 10 13:39:44 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","8085","Duplicate Email Validation","Taboo-project","Tue Jun 10 13:40:36 UTC 2025","passed","Tue Jun 10 13:40:45 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","3672","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Tue Jun 10 13:39:48 UTC 2025","passed","Tue Jun 10 13:39:51 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","13139","Taboo > Logged In Customer > Checkout page > Pay Modal > Cvv Field > Invalid Number","Taboo-project","Tue Jun 10 13:41:29 UTC 2025","passed","Tue Jun 10 13:41:42 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","7538","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Tue Jun 10 13:39:06 UTC 2025","passed","Tue Jun 10 13:39:14 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","4758","Taboo > Contact us > Empty Message Validation","Taboo-project","Tue Jun 10 13:38:27 UTC 2025","passed","Tue Jun 10 13:38:31 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","3360","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Tue Jun 10 13:38:44 UTC 2025","passed","Tue Jun 10 13:38:47 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2994","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Tue Jun 10 13:39:40 UTC 2025","passed","Tue Jun 10 13:39:43 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","10431","Taboo > Logged In Customer > Checkout page > Pay Modal > Empty Fields Validation","Taboo-project","Tue Jun 10 13:41:02 UTC 2025","passed","Tue Jun 10 13:41:13 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","11749","Taboo > Register Widget > Valid Register Process","Taboo-project","Tue Jun 10 13:39:44 UTC 2025","passed","Tue Jun 10 13:39:56 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","4975","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Tue Jun 10 13:39:25 UTC 2025","passed","Tue Jun 10 13:39:30 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","2811","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Tue Jun 10 13:38:47 UTC 2025","passed","Tue Jun 10 13:38:50 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","4858","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Tue Jun 10 13:39:30 UTC 2025","passed","Tue Jun 10 13:39:35 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","3016","Taboo > Not logged in customer > Fotter > Click on Sweep Policy","Taboo-project","Tue Jun 10 13:38:41 UTC 2025","passed","Tue Jun 10 13:38:44 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2559","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Tue Jun 10 13:38:38 UTC 2025","passed","Tue Jun 10 13:38:41 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","17581","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Tue Jun 10 13:40:00 UTC 2025","passed","Tue Jun 10 13:40:18 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4963","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Tue Jun 10 13:39:35 UTC 2025","passed","Tue Jun 10 13:39:40 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
