"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4713","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Thu May 29 04:26:04 UTC 2025","passed","Thu May 29 04:26:09 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","7538","Password Field - Missing Number Validation","Taboo-project","Thu May 29 04:27:42 UTC 2025","passed","Thu May 29 04:27:50 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","30680","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Thu May 29 04:30:09 UTC 2025","broken","Thu May 29 04:30:40 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","16441","Taboo > Contact us > Send message to support","Taboo-project","Thu May 29 04:25:15 UTC 2025","failed","Thu May 29 04:25:32 UTC 2025","My Profile Tests","contact-us/contact-usTests.spec.js","",""
"","30717","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Thu May 29 04:27:48 UTC 2025","broken","Thu May 29 04:28:19 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4515","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Thu May 29 04:26:09 UTC 2025","passed","Thu May 29 04:26:13 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","30884","Taboo > Logged In Customer > Checkout page > Purchase with Coupon Code","Taboo-project","Thu May 29 04:29:34 UTC 2025","broken","Thu May 29 04:30:05 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","20139","Taboo > Valid Register Process","Taboo-project","Thu May 29 04:27:10 UTC 2025","failed","Thu May 29 04:27:30 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","6699","Taboo > Login Widgets > Open Login form via Game Image","Taboo-project","Thu May 29 04:25:37 UTC 2025","passed","Thu May 29 04:25:44 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3752","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Thu May 29 04:26:00 UTC 2025","passed","Thu May 29 04:26:04 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","9671","Taboo > Login Widgets > Valid Login Process","Taboo-project","Thu May 29 04:25:15 UTC 2025","passed","Thu May 29 04:25:25 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","12063","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Thu May 29 04:26:53 UTC 2025","failed","Thu May 29 04:27:05 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","7730","Duplicate Email Validation","Taboo-project","Thu May 29 04:27:58 UTC 2025","passed","Thu May 29 04:28:05 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","30819","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Thu May 29 04:27:13 UTC 2025","broken","Thu May 29 04:27:43 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","12396","Taboo > Contact us > Empty Message Validation","Taboo-project","Thu May 29 04:25:45 UTC 2025","failed","Thu May 29 04:25:58 UTC 2025","My Profile Tests","contact-us/contact-usTests.spec.js","",""
"","30757","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Thu May 29 04:28:23 UTC 2025","broken","Thu May 29 04:28:54 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4750","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Thu May 29 04:26:13 UTC 2025","passed","Thu May 29 04:26:18 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","12333","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Thu May 29 04:26:18 UTC 2025","failed","Thu May 29 04:26:31 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
