"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4774","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Sun Jun 01 16:21:03 UTC 2025","passed","Sun Jun 01 16:21:08 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","16368","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Sun Jun 01 16:21:36 UTC 2025","failed","Sun Jun 01 16:21:52 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","5911","Taboo > Login Widgets > Valid Login Process","Taboo-project","Sun Jun 01 16:20:14 UTC 2025","passed","Sun Jun 01 16:20:20 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3529","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Sun Jun 01 16:20:51 UTC 2025","passed","Sun Jun 01 16:20:55 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7475","Password Field - UnMatched Password Validation","Taboo-project","Sun Jun 01 16:22:11 UTC 2025","passed","Sun Jun 01 16:22:18 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","2913","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Sun Jun 01 16:20:20 UTC 2025","passed","Sun Jun 01 16:20:23 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","5866","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Sun Jun 01 16:20:38 UTC 2025","passed","Sun Jun 01 16:20:43 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","5571","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Sun Jun 01 16:20:32 UTC 2025","passed","Sun Jun 01 16:20:38 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","4450","Taboo > Logged In Customer > Checkout page > coupon Field > Empty Field Validation","Taboo-project","Sun Jun 01 16:21:19 UTC 2025","passed","Sun Jun 01 16:21:23 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","2451","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Sun Jun 01 16:20:15 UTC 2025","passed","Sun Jun 01 16:20:17 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","4812","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Sun Jun 01 16:21:22 UTC 2025","passed","Sun Jun 01 16:21:27 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","30752","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Sun Jun 01 16:20:20 UTC 2025","broken","Sun Jun 01 16:20:51 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5081","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Sun Jun 01 16:21:12 UTC 2025","passed","Sun Jun 01 16:21:17 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","3417","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Sun Jun 01 16:21:09 UTC 2025","passed","Sun Jun 01 16:21:12 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","30664","Taboo > Lobby > Click on Game > Test lunch game > Majestic White Rhino","Taboo-project","Sun Jun 01 16:19:03 UTC 2025","broken","Sun Jun 01 16:19:33 UTC 2025","My Profile Tests","game/gameTest.spec.js","",""
"","4855","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Sun Jun 01 16:21:17 UTC 2025","passed","Sun Jun 01 16:21:22 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","12803","Taboo > Register Widget > Valid Register Process","Taboo-project","Sun Jun 01 16:21:23 UTC 2025","passed","Sun Jun 01 16:21:36 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","7534","Password Field - Missing Number Validation","Taboo-project","Sun Jun 01 16:22:03 UTC 2025","passed","Sun Jun 01 16:22:11 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","3404","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Sun Jun 01 16:20:23 UTC 2025","passed","Sun Jun 01 16:20:26 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","7198","Password Field - Missing Special Character Validation","Taboo-project","Sun Jun 01 16:21:56 UTC 2025","passed","Sun Jun 01 16:22:03 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4873","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Sun Jun 01 16:21:14 UTC 2025","passed","Sun Jun 01 16:21:19 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","2750","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Sun Jun 01 16:20:17 UTC 2025","passed","Sun Jun 01 16:20:20 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","6245","Taboo > Contact us > Send message to support","Taboo-project","Sun Jun 01 16:19:03 UTC 2025","passed","Sun Jun 01 16:19:09 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","3006","Empty Fields Validation","Taboo-project","Sun Jun 01 16:21:53 UTC 2025","passed","Sun Jun 01 16:21:56 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4699","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Sun Jun 01 16:20:58 UTC 2025","passed","Sun Jun 01 16:21:03 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","2854","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Sun Jun 01 16:20:10 UTC 2025","passed","Sun Jun 01 16:20:13 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2369","Taboo > Not logged in customer > Fotter > Click on Sweep Policy","Taboo-project","Sun Jun 01 16:20:13 UTC 2025","passed","Sun Jun 01 16:20:15 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","3545","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Sun Jun 01 16:20:55 UTC 2025","passed","Sun Jun 01 16:20:58 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8036","Taboo > Logged in Customer > Logout Process","Taboo-project","Sun Jun 01 16:21:01 UTC 2025","passed","Sun Jun 01 16:21:09 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","33922","Taboo > Contact us > Click on X Button to close the Form","Taboo-project","Sun Jun 01 16:19:23 UTC 2025","broken","Sun Jun 01 16:19:56 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","2603","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Sun Jun 01 16:20:44 UTC 2025","passed","Sun Jun 01 16:20:46 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8436","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Sun Jun 01 16:20:52 UTC 2025","passed","Sun Jun 01 16:21:01 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","6020","Taboo > Logged In Customer > Checkout page > Purchase with Coupon Code","Taboo-project","Sun Jun 01 16:21:08 UTC 2025","passed","Sun Jun 01 16:21:14 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6283","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Sun Jun 01 16:19:58 UTC 2025","passed","Sun Jun 01 16:20:04 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","7221","Duplicate Email Validation","Taboo-project","Sun Jun 01 16:22:18 UTC 2025","passed","Sun Jun 01 16:22:26 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4500","Taboo > Contact us > Empty Message Validation","Taboo-project","Sun Jun 01 16:19:18 UTC 2025","passed","Sun Jun 01 16:19:23 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","31436","Taboo > Lobby > Click on Game > Test lunch game > Play Power of Merlin Megaways","Taboo-project","Sun Jun 01 16:19:42 UTC 2025","broken","Sun Jun 01 16:20:13 UTC 2025","My Profile Tests","game/gameTest.spec.js","",""
