"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4110","Taboo > Logged In Customer > Customer Menu > Open Store Widget via Buy Icon","Taboo-project","Mon Jun 09 06:37:44 UTC 2025","passed","Mon Jun 09 06:37:48 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6588","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Mon Jun 09 06:34:00 UTC 2025","passed","Mon Jun 09 06:34:07 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","5816","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Mon Jun 09 06:35:02 UTC 2025","passed","Mon Jun 09 06:35:08 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","5515","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Mon Jun 09 06:35:08 UTC 2025","passed","Mon Jun 09 06:35:14 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","31080","Taboo > Lobby > Click on Game > Test Launch game > Play Power of Merlin Megaways","Taboo-project","Mon Jun 09 06:34:42 UTC 2025","broken","Mon Jun 09 06:35:14 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
"","8750","Password Field - Missing Number Validation","Taboo-project","Mon Jun 09 06:36:19 UTC 2025","passed","Mon Jun 09 06:36:28 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","13935","Taboo > Register Widget > Valid Register Process","Taboo-project","Mon Jun 09 06:35:39 UTC 2025","passed","Mon Jun 09 06:35:53 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","6482","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Mon Jun 09 06:35:32 UTC 2025","passed","Mon Jun 09 06:35:39 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","14727","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Mon Jun 09 06:35:53 UTC 2025","passed","Mon Jun 09 06:36:07 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","4415","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Mon Jun 09 06:35:15 UTC 2025","passed","Mon Jun 09 06:35:19 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","3583","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Mon Jun 09 06:35:19 UTC 2025","passed","Mon Jun 09 06:35:22 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4120","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Mon Jun 09 06:34:58 UTC 2025","passed","Mon Jun 09 06:35:02 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","2914","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Mon Jun 09 06:34:07 UTC 2025","passed","Mon Jun 09 06:34:10 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","5144","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Mon Jun 09 06:35:33 UTC 2025","passed","Mon Jun 09 06:35:38 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6918","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Mon Jun 09 06:35:25 UTC 2025","passed","Mon Jun 09 06:35:32 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","4908","Taboo > Contact us > Empty Message Validation","Taboo-project","Mon Jun 09 06:33:56 UTC 2025","passed","Mon Jun 09 06:34:00 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","5768","Taboo > Contact us > Send message to support","Taboo-project","Mon Jun 09 06:33:40 UTC 2025","passed","Mon Jun 09 06:33:46 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","8458","Duplicate Email Validation","Taboo-project","Mon Jun 09 06:36:36 UTC 2025","passed","Mon Jun 09 06:36:45 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","5204","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Mon Jun 09 06:35:14 UTC 2025","passed","Mon Jun 09 06:35:19 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","4291","Empty Fields Validation","Taboo-project","Mon Jun 09 06:36:07 UTC 2025","passed","Mon Jun 09 06:36:12 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","33397","Taboo > Logged In Customer > Checkout page > coupon Field > Empty Field Validation","Taboo-project","Mon Jun 09 06:37:10 UTC 2025","broken","Mon Jun 09 06:37:43 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8258","Taboo > Login Widgets > Valid Login Process","Taboo-project","Mon Jun 09 06:34:23 UTC 2025","passed","Mon Jun 09 06:34:31 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3099","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Mon Jun 09 06:34:20 UTC 2025","passed","Mon Jun 09 06:34:23 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2938","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Mon Jun 09 06:34:14 UTC 2025","passed","Mon Jun 09 06:34:17 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","3219","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Mon Jun 09 06:34:17 UTC 2025","passed","Mon Jun 09 06:34:20 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","7873","Password Field - Missing Special Character Validation","Taboo-project","Mon Jun 09 06:36:12 UTC 2025","passed","Mon Jun 09 06:36:19 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","8460","Taboo > Logged in Customer > Logout Process","Taboo-project","Mon Jun 09 06:34:50 UTC 2025","passed","Mon Jun 09 06:34:58 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3635","Taboo > Not logged in customer > Fotter > Click on Sweep Policy","Taboo-project","Mon Jun 09 06:34:10 UTC 2025","passed","Mon Jun 09 06:34:14 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","33496","Taboo > Logged In Customer > Checkout page > Purchase with Coupon Code","Taboo-project","Mon Jun 09 06:36:18 UTC 2025","broken","Mon Jun 09 06:36:51 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","9090","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Mon Jun 09 06:34:41 UTC 2025","passed","Mon Jun 09 06:34:50 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","4381","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Mon Jun 09 06:35:28 UTC 2025","passed","Mon Jun 09 06:35:33 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7821","Password Field - UnMatched Password Validation","Taboo-project","Mon Jun 09 06:36:28 UTC 2025","passed","Mon Jun 09 06:36:36 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","33876","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Mon Jun 09 06:35:43 UTC 2025","broken","Mon Jun 09 06:36:17 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","9338","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Mon Jun 09 06:34:31 UTC 2025","passed","Mon Jun 09 06:34:41 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5858","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Mon Jun 09 06:36:58 UTC 2025","passed","Mon Jun 09 06:37:04 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5228","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Mon Jun 09 06:35:38 UTC 2025","passed","Mon Jun 09 06:35:43 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","60450","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Mon Jun 09 06:33:40 UTC 2025","broken","Mon Jun 09 06:34:41 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
