"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5461","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Tue Jun 03 12:08:54 UTC 2025","passed","Tue Jun 03 12:09:00 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6114","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Tue Jun 03 12:08:28 UTC 2025","passed","Tue Jun 03 12:08:34 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","33753","Taboo > Contact us > Click on X Button to close the Form","Taboo-project","Tue Jun 03 12:07:14 UTC 2025","broken","Tue Jun 03 12:07:48 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","2706","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Tue Jun 03 12:08:10 UTC 2025","passed","Tue Jun 03 12:08:13 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","4473","Taboo > Contact us > Empty Message Validation","Taboo-project","Tue Jun 03 12:07:10 UTC 2025","passed","Tue Jun 03 12:07:14 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","7229","Password Field - UnMatched Password Validation","Taboo-project","Tue Jun 03 12:09:42 UTC 2025","passed","Tue Jun 03 12:09:50 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4971","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Tue Jun 03 12:08:43 UTC 2025","passed","Tue Jun 03 12:08:48 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","6092","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Tue Jun 03 12:07:49 UTC 2025","passed","Tue Jun 03 12:07:55 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","7432","Password Field - Missing Special Character Validation","Taboo-project","Tue Jun 03 12:09:27 UTC 2025","passed","Tue Jun 03 12:09:35 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4957","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Tue Jun 03 12:08:38 UTC 2025","passed","Tue Jun 03 12:08:43 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
