"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5823","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Tue Jun 03 11:12:36 UTC 2025","passed","Tue Jun 03 11:12:42 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","31115","Taboo > Lobby > Click on Game > Test lunch game > Play Power of Merlin Megaways","Taboo-project","Tue Jun 03 11:11:45 UTC 2025","broken","Tue Jun 03 11:12:16 UTC 2025","My Profile Tests","game/gameTest.spec.js","",""
"","16245","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Tue Jun 03 11:13:45 UTC 2025","failed","Tue Jun 03 11:14:01 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","34169","Taboo > Contact us > Click on X Button to close the Form","Taboo-project","Tue Jun 03 11:11:27 UTC 2025","broken","Tue Jun 03 11:12:01 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","4849","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Tue Jun 03 11:13:22 UTC 2025","passed","Tue Jun 03 11:13:27 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","2545","Taboo > Not logged in customer > Fotter > Click on Sweep Policy","Taboo-project","Tue Jun 03 11:12:16 UTC 2025","passed","Tue Jun 03 11:12:18 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","2721","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Tue Jun 03 11:12:21 UTC 2025","passed","Tue Jun 03 11:12:24 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","4018","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Tue Jun 03 11:12:59 UTC 2025","passed","Tue Jun 03 11:13:03 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7531","Duplicate Email Validation","Taboo-project","Tue Jun 03 11:14:27 UTC 2025","passed","Tue Jun 03 11:14:35 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7470","Password Field - Missing Number Validation","Taboo-project","Tue Jun 03 11:14:13 UTC 2025","passed","Tue Jun 03 11:14:20 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","3241","Empty Fields Validation","Taboo-project","Tue Jun 03 11:14:02 UTC 2025","passed","Tue Jun 03 11:14:05 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7174","Password Field - UnMatched Password Validation","Taboo-project","Tue Jun 03 11:14:20 UTC 2025","passed","Tue Jun 03 11:14:27 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4689","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Tue Jun 03 11:13:27 UTC 2025","passed","Tue Jun 03 11:13:32 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","4141","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Tue Jun 03 11:12:55 UTC 2025","passed","Tue Jun 03 11:12:59 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","12834","Taboo > Register Widget > Valid Register Process","Taboo-project","Tue Jun 03 11:13:32 UTC 2025","passed","Tue Jun 03 11:13:45 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","3115","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Tue Jun 03 11:12:24 UTC 2025","passed","Tue Jun 03 11:12:27 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","5940","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Tue Jun 03 11:12:42 UTC 2025","passed","Tue Jun 03 11:12:48 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","8904","Taboo > Logged in Customer > Logout Process","Taboo-project","Tue Jun 03 11:13:05 UTC 2025","passed","Tue Jun 03 11:13:14 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","6126","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Tue Jun 03 11:12:02 UTC 2025","passed","Tue Jun 03 11:12:08 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","4936","Taboo > Logged In Customer > Checkout page > coupon Field > Empty Field Validation","Taboo-project","Tue Jun 03 11:13:32 UTC 2025","failed","Tue Jun 03 11:13:37 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","30898","Taboo > Lobby > Click on Game > Test lunch game > Majestic White Rhino","Taboo-project","Tue Jun 03 11:11:06 UTC 2025","broken","Tue Jun 03 11:11:37 UTC 2025","My Profile Tests","game/gameTest.spec.js","",""
"","4765","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Tue Jun 03 11:13:03 UTC 2025","passed","Tue Jun 03 11:13:08 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4286","Taboo > Contact us > Empty Message Validation","Taboo-project","Tue Jun 03 11:11:22 UTC 2025","passed","Tue Jun 03 11:11:27 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","6114","Taboo > Login Widgets > Valid Login Process","Taboo-project","Tue Jun 03 11:12:17 UTC 2025","passed","Tue Jun 03 11:12:23 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5689","Taboo > Contact us > Send message to support","Taboo-project","Tue Jun 03 11:11:06 UTC 2025","passed","Tue Jun 03 11:11:11 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","6613","Taboo > Logged In Customer > Checkout page > Purchase with Coupon Code","Taboo-project","Tue Jun 03 11:13:15 UTC 2025","passed","Tue Jun 03 11:13:21 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7489","Password Field - Missing Special Character Validation","Taboo-project","Tue Jun 03 11:14:05 UTC 2025","passed","Tue Jun 03 11:14:13 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","5354","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Tue Jun 03 11:13:26 UTC 2025","passed","Tue Jun 03 11:13:32 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","3377","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Tue Jun 03 11:13:14 UTC 2025","passed","Tue Jun 03 11:13:17 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","5311","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Tue Jun 03 11:13:08 UTC 2025","failed","Tue Jun 03 11:13:14 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","8900","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Tue Jun 03 11:12:56 UTC 2025","passed","Tue Jun 03 11:13:05 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5005","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Tue Jun 03 11:13:17 UTC 2025","passed","Tue Jun 03 11:13:22 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","2561","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Tue Jun 03 11:12:18 UTC 2025","passed","Tue Jun 03 11:12:21 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","3050","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Tue Jun 03 11:12:48 UTC 2025","passed","Tue Jun 03 11:12:51 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4019","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Tue Jun 03 11:12:27 UTC 2025","passed","Tue Jun 03 11:12:31 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","30999","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Tue Jun 03 11:12:24 UTC 2025","broken","Tue Jun 03 11:12:55 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","2335","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Tue Jun 03 11:12:14 UTC 2025","passed","Tue Jun 03 11:12:16 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
