"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7704","Taboo > Contact us > Empty Message Validation","Taboo-project","Sat Jun 14 06:28:37 UTC 2025","passed","Sat Jun 14 06:28:45 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","35033","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Sat Jun 14 06:31:30 UTC 2025","passed","Sat Jun 14 06:32:05 UTC 2025","@game","game/gameTests.spec.js","",""
"","4732","Taboo > Lobby > Category > Click on Hot Category","Taboo-project","Sat Jun 14 06:29:01 UTC 2025","passed","Sat Jun 14 06:29:06 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","18933","Taboo > Logged In Customer > Checkout page > Secret Coins > Purchase Package","Taboo-project","Sat Jun 14 06:29:46 UTC 2025","passed","Sat Jun 14 06:30:05 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","9118","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Sat Jun 14 06:29:06 UTC 2025","passed","Sat Jun 14 06:29:15 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","3280","Taboo > Logged In Customer > Customer Menu > Open Store Widget via Buy Icon","Taboo-project","Sat Jun 14 06:30:24 UTC 2025","passed","Sat Jun 14 06:30:27 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4141","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Sat Jun 14 06:28:41 UTC 2025","passed","Sat Jun 14 06:28:45 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","4045","Empty Fields Validation","Taboo-project","Sat Jun 14 06:29:40 UTC 2025","passed","Sat Jun 14 06:29:44 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7890","Password Field - UnMatched Password Validation","Taboo-project","Sat Jun 14 06:29:59 UTC 2025","passed","Sat Jun 14 06:30:07 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","13597","Taboo > Register Widget > Valid Register Process","Taboo-project","Sat Jun 14 06:29:12 UTC 2025","passed","Sat Jun 14 06:29:25 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","5682","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Sat Jun 14 06:29:25 UTC 2025","passed","Sat Jun 14 06:29:31 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","13292","Taboo > Logged In Customer > Checkout page > Pay Modal > Cvv Field > Invalid Number","Taboo-project","Sat Jun 14 06:30:53 UTC 2025","passed","Sat Jun 14 06:31:06 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","4046","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Sat Jun 14 06:28:45 UTC 2025","passed","Sat Jun 14 06:28:49 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","7187","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Sat Jun 14 06:28:53 UTC 2025","passed","Sat Jun 14 06:29:00 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","8111","Password Field - Missing Special Character Validation","Taboo-project","Sat Jun 14 06:29:44 UTC 2025","passed","Sat Jun 14 06:29:52 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4099","Taboo > Lobby > Category > Click on All Category","Taboo-project","Sat Jun 14 06:28:49 UTC 2025","passed","Sat Jun 14 06:28:53 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","10856","Taboo > Logged In Customer > Checkout page > Pay Modal > Expiry Date Field > Invalid Date","Taboo-project","Sat Jun 14 06:31:06 UTC 2025","passed","Sat Jun 14 06:31:17 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","10989","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Sat Jun 14 06:28:46 UTC 2025","passed","Sat Jun 14 06:28:57 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","11034","Taboo > Logged In Customer > Checkout page > Pay Modal > Card Number > Invalid Number","Taboo-project","Sat Jun 14 06:30:42 UTC 2025","passed","Sat Jun 14 06:30:53 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","9357","Taboo > Login Widgets > Valid Login Process","Taboo-project","Sat Jun 14 06:28:20 UTC 2025","passed","Sat Jun 14 06:28:30 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","3970","Taboo > Lobby > Category > Click on New Releases Category","Taboo-project","Sat Jun 14 06:28:57 UTC 2025","passed","Sat Jun 14 06:29:01 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","18831","Taboo > Logged In Customer > Launch Game > Open Store > Purchase a package","Taboo-project","Sat Jun 14 06:30:05 UTC 2025","passed","Sat Jun 14 06:30:24 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
