"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7799","Password Field - UnMatched Password Validation","Taboo-project","Mon Jun 23 06:39:49 UTC 2025","passed","Mon Jun 23 06:39:57 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","13879","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Mon Jun 23 06:37:45 UTC 2025","passed","Mon Jun 23 06:37:59 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","4751","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Mon Jun 23 06:38:35 UTC 2025","passed","Mon Jun 23 06:38:40 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","9192","Taboo > Logged In Customer > Checkout page > Pay Modal > Empty Fields Validation","Taboo-project","Mon Jun 23 06:40:13 UTC 2025","passed","Mon Jun 23 06:40:22 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","3690","Taboo > Not logged in customer > Fotter > Click on Privey Policy","Taboo-project","Mon Jun 23 06:38:31 UTC 2025","passed","Mon Jun 23 06:38:35 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","5328","Taboo > Logged In Customer > Change Coins From Gold To Secret Coins","Taboo-project","Mon Jun 23 06:38:42 UTC 2025","passed","Mon Jun 23 06:38:47 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","5188","Taboo > Lobby > Category > Click on Hot Category","Taboo-project","Mon Jun 23 06:38:52 UTC 2025","passed","Mon Jun 23 06:38:57 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","7601","Taboo > Funds History Widget > Close Funds History Widget","Taboo-project","Mon Jun 23 06:38:32 UTC 2025","passed","Mon Jun 23 06:38:39 UTC 2025","Funds History Tests","funds-history/fundsHistoryTests.spec.js","",""
"","15700","Taboo > Login Widgets > Valid Login Process","Taboo-project","Mon Jun 23 06:37:45 UTC 2025","passed","Mon Jun 23 06:38:01 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","4876","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Mon Jun 23 06:38:26 UTC 2025","passed","Mon Jun 23 06:38:31 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","6187","Taboo > Login Widget > Password Field > Special Char Validation","Taboo-project","Mon Jun 23 06:39:12 UTC 2025","passed","Mon Jun 23 06:39:18 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","10121","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Mon Jun 23 06:38:24 UTC 2025","passed","Mon Jun 23 06:38:34 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5237","Taboo > Login Widget > Password Field > At Least One number Validation","Taboo-project","Mon Jun 23 06:39:18 UTC 2025","passed","Mon Jun 23 06:39:23 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","7162","Taboo > Contact us > Empty Message Validation","Taboo-project","Mon Jun 23 06:38:25 UTC 2025","passed","Mon Jun 23 06:38:32 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","5928","Taboo > Lobby > Search > Click and Search gmae","Taboo-project","Mon Jun 23 06:38:57 UTC 2025","passed","Mon Jun 23 06:39:03 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","3533","Taboo > Logged In Customer > Customer Menu > Open Store Widget via Buy Icon","Taboo-project","Mon Jun 23 06:40:09 UTC 2025","passed","Mon Jun 23 06:40:13 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","3610","Empty Fields Validation","Taboo-project","Mon Jun 23 06:39:30 UTC 2025","passed","Mon Jun 23 06:39:34 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","7452","Taboo > My Profile > Edit profile > All fields are Disabled by default","Taboo-project","Mon Jun 23 06:38:39 UTC 2025","passed","Mon Jun 23 06:38:47 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","13791","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Mon Jun 23 06:39:16 UTC 2025","passed","Mon Jun 23 06:39:30 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","7861","Password Field - Missing Special Character Validation","Taboo-project","Mon Jun 23 06:39:34 UTC 2025","passed","Mon Jun 23 06:39:41 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","32981","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Mon Jun 23 06:41:10 UTC 2025","passed","Mon Jun 23 06:41:43 UTC 2025","@game","game/gameTests.spec.js","",""
"","6194","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Mon Jun 23 06:38:58 UTC 2025","passed","Mon Jun 23 06:39:04 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","7901","Duplicate Email Validation","Taboo-project","Mon Jun 23 06:39:57 UTC 2025","passed","Mon Jun 23 06:40:05 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","4550","Taboo > Lobby > Category > Click on New Releases Category","Taboo-project","Mon Jun 23 06:38:47 UTC 2025","passed","Mon Jun 23 06:38:52 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","15928","Taboo > Funds History Widget > Click and Open Widget","Taboo-project","Mon Jun 23 06:37:45 UTC 2025","passed","Mon Jun 23 06:38:01 UTC 2025","Funds History Tests","funds-history/fundsHistoryTests.spec.js","",""
"","7605","Password Field - Missing Number Validation","Taboo-project","Mon Jun 23 06:39:41 UTC 2025","passed","Mon Jun 23 06:39:49 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","17848","Taboo > Logged In Customer > Launch Game > Open Store > Purchase a package","Taboo-project","Mon Jun 23 06:39:51 UTC 2025","passed","Mon Jun 23 06:40:09 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","9648","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Mon Jun 23 06:38:32 UTC 2025","passed","Mon Jun 23 06:38:42 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","3633","Taboo > Lobby > Category > Click on Exclusive Category","Taboo-project","Mon Jun 23 06:38:44 UTC 2025","passed","Mon Jun 23 06:38:47 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
"","12026","Taboo > Logged In Customer > Checkout page > Pay Modal > Cvv Field > Invalid Number","Taboo-project","Mon Jun 23 06:40:36 UTC 2025","passed","Mon Jun 23 06:40:48 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","7065","Taboo > Funds History Widget > Open and Verify History","Taboo-project","Mon Jun 23 06:38:24 UTC 2025","passed","Mon Jun 23 06:38:32 UTC 2025","Funds History Tests","funds-history/fundsHistoryTests.spec.js","",""
"","7170","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Mon Jun 23 06:38:53 UTC 2025","passed","Mon Jun 23 06:39:01 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","10358","Taboo > Logged in Customer > Logout Process","Taboo-project","Mon Jun 23 06:38:47 UTC 2025","passed","Mon Jun 23 06:38:58 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","8168","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Mon Jun 23 06:39:04 UTC 2025","passed","Mon Jun 23 06:39:12 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","46566","Taboo > Lobby > Click on Game > Test Launch game > Play Power of Merlin Megaways","Taboo-project","Mon Jun 23 06:41:44 UTC 2025","passed","Mon Jun 23 06:42:30 UTC 2025","@game","game/gameTests.spec.js","",""
"","19347","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Mon Jun 23 06:39:15 UTC 2025","passed","Mon Jun 23 06:39:34 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","10201","Taboo > My Profile > Edit profile > Edit Last Name","Taboo-project","Mon Jun 23 06:39:02 UTC 2025","passed","Mon Jun 23 06:39:12 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","13051","Taboo > Register Widget > Valid Register Process","Taboo-project","Mon Jun 23 06:39:03 UTC 2025","passed","Mon Jun 23 06:39:16 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","12862","Taboo > Login Widgets > Customer Login Via Sign In button in Register Widget","Taboo-project","Mon Jun 23 06:38:34 UTC 2025","passed","Mon Jun 23 06:38:47 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","10165","Taboo > Logged In Customer > Checkout page > Pay Modal > Card Number > Invalid Number","Taboo-project","Mon Jun 23 06:40:26 UTC 2025","passed","Mon Jun 23 06:40:36 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","10281","Taboo > Logged In Customer > Checkout page > Pay Modal > Expiry Date Field > Invalid Date","Taboo-project","Mon Jun 23 06:40:48 UTC 2025","passed","Mon Jun 23 06:40:58 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","4055","Taboo > Lobby > Category > Click on All Category","Taboo-project","Mon Jun 23 06:38:40 UTC 2025","passed","Mon Jun 23 06:38:44 UTC 2025","Taboo > Lobby > Lobby Tests","lobby/lobbyTests.spec.js","",""
