"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15305","Taboo > Logged in Customer > Logout Process","Taboo-project","Thu May 29 05:20:49 UTC 2025","failed","Thu May 29 05:21:04 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","7552","Password Field - Missing Special Character Validation","Taboo-project","Thu May 29 05:22:20 UTC 2025","passed","Thu May 29 05:22:28 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","5000","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Thu May 29 05:22:11 UTC 2025","passed","Thu May 29 05:22:16 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7613","Duplicate Email Validation","Taboo-project","Thu May 29 05:22:43 UTC 2025","passed","Thu May 29 05:22:50 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","13586","Taboo > Valid Register Process","Taboo-project","Thu May 29 05:22:02 UTC 2025","passed","Thu May 29 05:22:16 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","4988","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Thu May 29 05:21:09 UTC 2025","passed","Thu May 29 05:21:14 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","7753","Taboo > Login Widgets > Valid Login Process","Taboo-project","Thu May 29 05:20:27 UTC 2025","passed","Thu May 29 05:20:35 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","5344","Taboo > Logged In Customer > Checkout page > Add Coupon Code","Taboo-project","Thu May 29 05:21:59 UTC 2025","passed","Thu May 29 05:22:05 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","7664","Password Field - Missing Number Validation","Taboo-project","Thu May 29 05:22:28 UTC 2025","passed","Thu May 29 05:22:35 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","6479","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Thu May 29 05:21:27 UTC 2025","passed","Thu May 29 05:21:33 UTC 2025","My Profile Tests","contact-us/contact-usTests.spec.js","",""
"","4082","Taboo > Logged In Customer > Secret Coins > Open Store widget and select Package","Taboo-project","Thu May 29 05:21:55 UTC 2025","passed","Thu May 29 05:21:59 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","12932","Taboo > Contact us > Send message to support","Taboo-project","Thu May 29 05:20:27 UTC 2025","failed","Thu May 29 05:20:40 UTC 2025","My Profile Tests","contact-us/contact-usTests.spec.js","",""
"","7283","Password Field - UnMatched Password Validation","Taboo-project","Thu May 29 05:22:35 UTC 2025","passed","Thu May 29 05:22:43 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","12324","Taboo > Contact us > Empty Message Validation","Taboo-project","Thu May 29 05:20:50 UTC 2025","failed","Thu May 29 05:21:02 UTC 2025","My Profile Tests","contact-us/contact-usTests.spec.js","",""
