"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5911","Taboo > Contact us > Send message to support","Taboo-project","Wed Jun 11 08:19:00 UTC 2025","passed","Wed Jun 11 08:19:06 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","17528","Taboo > Logged In Customer > Checkout page > Purchase without Coupon code","Taboo-project","Wed Jun 11 08:20:54 UTC 2025","passed","Wed Jun 11 08:21:11 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","3529","Taboo > Logged In Customer > Customer Menu > Open Store Widget via Buy Icon","Taboo-project","Wed Jun 11 08:21:49 UTC 2025","passed","Wed Jun 11 08:21:52 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","6200","Taboo > Login Widgets > Valid Login Process","Taboo-project","Wed Jun 11 08:19:41 UTC 2025","passed","Wed Jun 11 08:19:47 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","7794","Password Field - Missing Number Validation","Taboo-project","Wed Jun 11 08:21:17 UTC 2025","passed","Wed Jun 11 08:21:24 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","8683","Password Field - UnMatched Password Validation","Taboo-project","Wed Jun 11 08:21:24 UTC 2025","passed","Wed Jun 11 08:21:33 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","5934","Taboo > My Profile > Edit profile > Edit First Name","Taboo-project","Wed Jun 11 08:20:28 UTC 2025","passed","Wed Jun 11 08:20:34 UTC 2025","My Profile Tests","my-profile/profileTests.spec.js","",""
"","3452","Taboo > Logged In Customer > Gold Coins > Open Store widget and select Package","Taboo-project","Wed Jun 11 08:20:45 UTC 2025","passed","Wed Jun 11 08:20:49 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","3373","Empty Fields Validation","Taboo-project","Wed Jun 11 08:21:06 UTC 2025","passed","Wed Jun 11 08:21:09 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","18797","Taboo > Logged In Customer > Checkout page > Secret Coins > Purchase Package","Taboo-project","Wed Jun 11 08:21:11 UTC 2025","passed","Wed Jun 11 08:21:30 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","10893","Taboo > Logged In Customer > Checkout page > Pay Modal > Card Number > Invalid Number","Taboo-project","Wed Jun 11 08:22:07 UTC 2025","passed","Wed Jun 11 08:22:18 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","2817","Taboo > Not logged in customer > Fotter > Click on RG","Taboo-project","Wed Jun 11 08:19:38 UTC 2025","passed","Wed Jun 11 08:19:41 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","7618","Password Field - Missing Special Character Validation","Taboo-project","Wed Jun 11 08:21:09 UTC 2025","passed","Wed Jun 11 08:21:17 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","2858","Taboo > Not logged in customer > Fotter > Click on Terms Of Service","Taboo-project","Wed Jun 11 08:19:26 UTC 2025","passed","Wed Jun 11 08:19:29 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","6725","Taboo > Contact us > My Profile Widget > Send message to support via My Profile Widget","Taboo-project","Wed Jun 11 08:19:20 UTC 2025","passed","Wed Jun 11 08:19:26 UTC 2025","Contact Us Tests","contact-us/contact-usTests.spec.js","",""
"","13614","Taboo > Register Widget > Customer Register Via Sign Up button in Login Widget","Taboo-project","Wed Jun 11 08:20:52 UTC 2025","passed","Wed Jun 11 08:21:06 UTC 2025","Taboo > Register Widget Tests","register/registerTests.spec.js","",""
"","8218","Taboo > Login Widgets > Customer Login via Game Image","Taboo-project","Wed Jun 11 08:19:47 UTC 2025","passed","Wed Jun 11 08:19:56 UTC 2025","Taboo > Login Widget Tests","login/loginTests.spec.js","",""
"","34128","Taboo > Lobby > Click on Game > Test Launch game > Play Power of Merlin Megaways","Taboo-project","Wed Jun 11 08:19:43 UTC 2025","broken","Wed Jun 11 08:20:18 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
"","4833","Taboo > Login Widget > Wrong Credentials > Wrong Credentials Error Validation","Taboo-project","Wed Jun 11 08:20:18 UTC 2025","passed","Wed Jun 11 08:20:23 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","3724","Taboo > Logged In Customer > Change Coins From Secret To Gold Coins","Taboo-project","Wed Jun 11 08:20:41 UTC 2025","passed","Wed Jun 11 08:20:45 UTC 2025","Purchase Tests","purchase/purchaseTests.spec.js","",""
"","4174","Taboo > Login Widget > Empty Fields Validation","Taboo-project","Wed Jun 11 08:20:14 UTC 2025","passed","Wed Jun 11 08:20:18 UTC 2025","Taboo > Login Widget >  Validations Tests","login/loginTests.spec.js","",""
"","2753","Taboo > Not logged in customer > Fotter > Click on Invite Friends","Taboo-project","Wed Jun 11 08:19:33 UTC 2025","passed","Wed Jun 11 08:19:35 UTC 2025","Taboo > Lobby > Footer Pages Tests","lobby/lobbyTests.spec.js","",""
"","10765","Taboo > Logged In Customer > Checkout page > Pay Modal > Expiry Date Field > Invalid Date","Taboo-project","Wed Jun 11 08:22:31 UTC 2025","passed","Wed Jun 11 08:22:42 UTC 2025","Purchase Tests Validations","purchase/purchaseTests.spec.js","",""
"","8695","Duplicate Email Validation","Taboo-project","Wed Jun 11 08:21:33 UTC 2025","passed","Wed Jun 11 08:21:42 UTC 2025","Taboo > Register Widget > Validations Tests","register/registerTests.spec.js","",""
"","36960","Taboo > Lobby > Click on Game > Test Launch game > Majestic White Rhino","Taboo-project","Wed Jun 11 08:19:00 UTC 2025","passed","Wed Jun 11 08:19:37 UTC 2025","Launch Game Tests","game/gameTests.spec.js","",""
